insert into lottery.match values('1600101','英超','阿森纳','纽卡','1:0','3');
insert into lottery.europe_data values('Interwetten','lastData','1.33','4.80','8.30','1600908');
insert into lottery.match values('1600909','意甲','那不勒','萨索洛','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.25','6.00','11.00','1600909');
insert into lottery.europe_data values('williamHill','lastData','1.30','5.00','11.00','1600909');
insert into lottery.europe_data values('Interwetten','firstData','1.30','5.00','9.00','1600909');
insert into lottery.europe_data values('Interwetten','lastData','1.30','5.00','9.00','1600909');
insert into lottery.match values('1600910','西甲','塞维利','马拉加','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.57','4.00','6.00','1600910');
insert into lottery.europe_data values('williamHill','lastData','1.73','3.30','5.50','1600910');
insert into lottery.europe_data values('Interwetten','firstData','1.65','3.60','5.10','1600910');
insert into lottery.europe_data values('Interwetten','lastData','1.70','3.60','4.70','1600910');
insert into lottery.match values('1600911','西甲','塞尔塔','莱万特','4:3','3');
insert into lottery.europe_data values('williamHill','firstData','1.60','4.00','5.50','1600911');
insert into lottery.europe_data values('williamHill','lastData','1.53','3.80','7.00','1600911');
insert into lottery.europe_data values('Interwetten','firstData','1.50','4.00','6.10','1600911');
insert into lottery.europe_data values('Interwetten','lastData','1.60','3.90','5.00','1600911');
insert into lottery.match values('1600912','西甲','比利亚','贝蒂斯','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','1.40','4.50','8.00','1600912');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.00','7.00','1600912');
insert into lottery.europe_data values('Interwetten','firstData','1.40','4.40','7.30','1600912');
insert into lottery.europe_data values('Interwetten','lastData','1.40','4.40','7.30','1600912');
insert into lottery.match values('1600913','西甲','社会','拉科鲁','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.91','3.40','4.20','1600913');
insert into lottery.europe_data values('williamHill','lastData','1.91','3.30','4.33','1600913');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1600913');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.30','3.60','1600913');
insert into lottery.match values('1600914','法甲','图卢兹','日尔曼','0:1','0');
insert into lottery.europe_data values('williamHill','firstData','6.50','4.20','1.50','1600914');
insert into lottery.europe_data values('williamHill','lastData','8.00','4.00','1.50','1600914');
insert into lottery.europe_data values('Interwetten','firstData','7.50','4.30','1.40','1600914');
insert into lottery.europe_data values('Interwetten','lastData','7.00','4.00','1.45','1600914');
insert into lottery.match values('1601001','英超','利物浦','曼联','0:1','0');
insert into lottery.europe_data values('williamHill','firstData','2.38','3.25','3.00','1601001');
insert into lottery.europe_data values('williamHill','lastData','2.62','3.10','3.00','1601001');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.20','2.75','1601001');
insert into lottery.europe_data values('Interwetten','lastData','2.40','3.20','2.85','1601001');
insert into lottery.match values('1601002','英超','斯托克','阿森纳','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','4.20','3.60','1.83','1601002');
insert into lottery.europe_data values('williamHill','lastData','3.75','3.25','2.10','1601002');
insert into lottery.europe_data values('Interwetten','firstData','4.00','3.45','1.85','1601002');
insert into lottery.europe_data values('Interwetten','lastData','3.30','3.30','2.10','1601002');
insert into lottery.match values('1601003','意甲','切沃','恩波利','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','2.40','3.10','3.10','1601003');
insert into lottery.europe_data values('williamHill','lastData','2.40','3.10','3.10','1601003');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.10','2.80','1601003');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.10','2.80','1601003');
insert into lottery.match values('1601004','意甲','罗马','维罗纳','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.35','4.80','9.00','1601004');
insert into lottery.europe_data values('williamHill','lastData','1.35','4.80','9.00','1601004');
insert into lottery.europe_data values('Interwetten','firstData','1.35','4.80','7.60','1601004');
insert into lottery.europe_data values('Interwetten','lastData','1.37','4.60','7.50','1601004');
insert into lottery.match values('1601005','意甲','博洛尼','拉齐奥','2:2','1');
insert into lottery.europe_data values('williamHill','firstData','3.30','3.20','2.25','1601005');
insert into lottery.europe_data values('williamHill','lastData','3.80','3.25','2.05','1601005');
insert into lottery.europe_data values('Interwetten','firstData','3.10','3.10','2.30','1601005');
insert into lottery.europe_data values('Interwetten','lastData','3.50','3.15','2.10','1601005');
insert into lottery.match values('1601006','意甲','卡皮','桑普多','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.90','3.00','2.60','1601006');
insert into lottery.europe_data values('williamHill','lastData','2.50','3.20','2.90','1601006');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1601006');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1601006');
insert into lottery.match values('1601007','意甲','乌迪内','尤文','0:4','0');
insert into lottery.europe_data values('williamHill','firstData','7.00','4.00','1.50','1601007');
insert into lottery.europe_data values('williamHill','lastData','5.50','3.60','1.67','1601007');
insert into lottery.europe_data values('Interwetten','firstData','6.10','4.00','1.50','1601007');
insert into lottery.europe_data values('Interwetten','lastData','5.10','3.60','1.65','1601007');
insert into lottery.match values('1601008','意甲','AC米兰','佛罗伦','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.45','3.25','2.90','1601008');
insert into lottery.europe_data values('williamHill','lastData','2.38','3.25','3.00','1601008');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.20','2.75','1601008');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.20','2.75','1601008');
insert into lottery.match values('1601009','西甲','皇马','希洪','5:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.08','11.00','23.00','1601009');
insert into lottery.europe_data values('williamHill','lastData','1.07','12.00','23.00','1601009');
insert into lottery.europe_data values('Interwetten','firstData','1.07','9.50','22.00','1601009');
insert into lottery.europe_data values('Interwetten','lastData','1.07','9.50','22.00','1601009');
insert into lottery.match values('1601010','西甲','拉斯帕','马竞技','0:3','0');
insert into lottery.europe_data values('williamHill','firstData','7.00','3.60','1.57','1601010');
insert into lottery.europe_data values('williamHill','lastData','6.00','3.60','1.62','1601010');
insert into lottery.europe_data values('Interwetten','firstData','5.60','3.90','1.55','1601010');
insert into lottery.europe_data values('Interwetten','lastData','5.60','3.90','1.55','1601010');
insert into lottery.match values('1601011','西甲','赫塔费','西牙人','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.20','3.20','3.40','1601011');
insert into lottery.europe_data values('williamHill','lastData','2.20','3.10','3.50','1601011');
insert into lottery.europe_data values('Interwetten','firstData','2.10','3.30','3.30','1601011');
insert into lottery.europe_data values('Interwetten','lastData','2.10','3.30','3.30','1601011');
insert into lottery.match values('1601012','西甲','巴萨','毕尔巴','6:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.15','7.50','17.00','1601012');
insert into lottery.europe_data values('williamHill','lastData','1.15','7.50','17.00','1601012');
insert into lottery.europe_data values('Interwetten','firstData','1.12','8.00','16.00','1601012');
insert into lottery.europe_data values('Interwetten','lastData','1.15','7.00','15.00','1601012');
insert into lottery.match values('1601013','法甲','卡昂','马赛','1:3','0');
insert into lottery.europe_data values('williamHill','firstData','2.90','3.25','2.45','1601013');
insert into lottery.europe_data values('williamHill','lastData','3.00','3.20','2.40','1601013');
insert into lottery.europe_data values('Interwetten','firstData','2.90','3.15','2.40','1601013');
insert into lottery.europe_data values('Interwetten','lastData','2.90','3.15','2.40','1601013');
insert into lottery.match values('1601014','法甲','埃蒂安','里昂','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.62','3.25','2.70','1601014');
insert into lottery.europe_data values('williamHill','lastData','2.70','3.10','2.70','1601014');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.10','2.80','1601014');
insert into lottery.europe_data values('Interwetten','lastData','2.65','3.10','2.65','1601014');
insert into lottery.match values('1601101','意甲','萨索洛','都灵','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','2.62','3.20','2.60','1601101');
insert into lottery.europe_data values('williamHill','lastData','2.40','3.10','3.10','1601101');
insert into lottery.europe_data values('Interwetten','firstData','2.70','3.10','2.60','1601101');
insert into lottery.europe_data values('Interwetten','lastData','2.40','3.30','2.75','1601101');
insert into lottery.match values('1601201','德甲','汉堡','拜仁','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','11.00','6.00','1.25','1601201');
insert into lottery.europe_data values('williamHill','lastData','13.00','6.00','1.22','1601201');
insert into lottery.europe_data values('Interwetten','firstData','9.00','5.00','1.30','1601201');
insert into lottery.europe_data values('Interwetten','lastData','9.00','5.00','1.30','1601201');
insert into lottery.match values('1601202','西甲','希洪','社会','5:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.88','3.20','2.50','1601202');
